ERROR,id,partner_id,partner_invoice_id,partner_shipping_id,name,date_order,pricelist_id/id,order_line/sequence,order_line/type,order_line/name,order_line/special_info,order_line/product_id,order_line/product_uom_qty,order_line/salesman_id/id,order_line/price_unit,order_line/product_uom
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,110,from stock,อาน MEADOW รุ่น FLOW สีฟ้า,,SDLFLOWSB,2,base.user_root,112,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,120,from stock,อาน MEADOW รุ่น FLOW สีส้ม,,SDLFLOWO,2,base.user_root,112,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,130,from stock,อาน MEADOW รุ่น FLOW สีขาว,,SDLFLOWW,2,base.user_root,112,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,140,from stock,อาน MEADOW รุ่น FLOW สีดำ,,SDLFLOWK,2,base.user_root,112,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,150,from stock,อาน MEADOW รุ่น FLOW สีเหลือง,,SDLFLOWY,2,base.user_root,112,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,160,from stock,อาน MTB รุ่น CRO สีชมพู,,SDLMTBP,2,base.user_root,105,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,170,from stock,อาน MTB รุ่น CRO สีเขียว,,SDLMTBG,2,base.user_root,105,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,180,from stock,อาน MTB รุ่น CRO สีฟ้า,,SDLMTBSB,3,base.user_root,105,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,190,from stock,อาน MTB รุ่น CRO สีแดง,,SDLMTBR,3,base.user_root,105,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,200,from stock,ข้อรัดหลักอานอัลลอย 28.6mm สีดำ,,SCPAK,5,base.user_root,28,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,210,from stock,ข้อรัดหลักอานอัลลอย 28.6mm สีเงิน,,SCPAS,5,base.user_root,28,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,220,from stock,"แหวนรองคออัลลอย 1"" (OD 30mm) x 10mm สีเงิน",,SPC10AS,10,base.user_root,21,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,230,from stock,"แหวนรองคออัลลอย 1"" (OD 30mm) x 10mm สีดำ",,SPC10AK,10,base.user_root,21,อัน
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,240,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170mm OTA รุ่น CW1461CK จานอัลลอยสีแดง + ขาอัลลอยสีแดง,,CCWOTA46RR,1,base.user_root,1120,ชุด
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,250,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170mm OTA รุ่น CW1461CK จานอัลลอยสีทอง + ขาอัลลอยสีขาว,,CCWOTA46GW,1,base.user_root,1120,ชุด
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,260,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170mm OTA รุ่น CW1461CK จานอัลลอยสีน้ำเงิน + ขาอัลลอยสีขาว,,CCWOTA46BW,1,base.user_root,1120,ชุด
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,270,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170mm OTA รุ่น CW1461CK จานอัลลอยสีดำ + ขาอัลลอยสีดำ,,CCWOTA46KK,1,base.user_root,1120,ชุด
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,280,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170mm OTA รุ่น CW1461CK จานอัลลอยสีดำ + ขาอัลลอยสีดำ,** รายการแถม **,CCWOTA46KK,1,base.user_root,0,ชุด
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,290,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170 จานสีดำ-ขาสีเงิน,,CCWXDAKB,1,base.user_root,525,ชุด
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,300,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170 จานสีน้ำเงิน-ขาสีน้ำเงิน,,CCWXDABB,1,base.user_root,525,ชุด
NO,sale_order_1006608,"มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน","มยุรีไซเคิล, ร้าน",1004303,2013-02-08,product.list0,310,from stock,ชุดจานโซ่ FIXED GEAR 46Tx170mm LASCO สีทอง,,CCWLASCOD,1,base.user_root,938,ชุด
NO,sale_order_1006609,"วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน",1004304,2013-02-08,product.list0,10,from stock,จักรยาน MEADOW ROAD BIKE รุ่น SPRINT 700C สีขาว (YS701),** ราคาเนต ** วันที่ 11-2-56 ร้านปิด **,MSP7CW,4,base.user_root,3876,คัน
NO,sale_order_1006609,"วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน",1004304,2013-02-08,product.list0,20,from stock,จักรยาน MEADOW ROAD BIKE รุ่น SPRINT 700C สีดำ (YS728),** ราคาเนต ** วันที่ 11-02-56 ร้านปิด **,MSP7CK,1,base.user_root,3876,คัน
NO,sale_order_1006609,"วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน",1004304,2013-02-08,product.list0,30,from stock,"จักรยาน MEADOW FREESTYLE รุ่น FUSION 20"" MY11 สีขาว",** ราคาเนต ** วันที่ 11-2-56 ร้านปิด **,MFS20W,3,base.user_root,2164,คัน
NO,sale_order_1006609,"วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน",1004304,2013-02-08,product.list0,40,from stock,"จักรยาน MEADOW FREESTYLE รุ่น FUSION 20"" MY11 สีดำ",** ราคาเนต ** วันที่ 11-2-56 ร้านปิด **,MFS20K,2,base.user_root,2164,คัน
NO,sale_order_1006609,"วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน",1004304,2013-02-08,product.list0,50,from stock,"จักรยาน MEADOW FOLDING รุ่น MOVE METRO 16"" MY13 สีน้ำตาลเข้ม YS-760",** ราคาเนต **,MMM16N,3,base.user_root,1723,คัน
NO,sale_order_1006609,"วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน","วัฒนชัยจักรยาน, ร้าน",1004304,2013-02-08,product.list0,60,from stock,"จักรยาน MEADOW FOLDING รุ่น MOVE METRO 16"" MY13 สีเงิน YS-7605",** ราคาเนต **,MMM16S,5,base.user_root,1723,คัน
NO,sale_order_1006610,แสงเจริญ,แสงเจริญ,แสงเจริญ,1004305,2013-02-08,product.list0,10,from stock,ดุมหลัง เหล็ก 28 รู ชุบซิงค์,# 14G,HUB021,500,base.user_root,24,อัน
NO,sale_order_1006610,แสงเจริญ,แสงเจริญ,แสงเจริญ,1004305,2013-02-08,product.list0,20,from stock,"ซี่ลวดเหล็ก 14G*191มม. (20"") ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ",,SPK024,150,base.user_root,54,กุรุส
NO,sale_order_1006610,แสงเจริญ,แสงเจริญ,แสงเจริญ,1004305,2013-02-08,product.list0,40,from stock,คานยึดตะกร้า 12-14 ซิงค์,,BSY005,2000,base.user_root,4,อัน
NO,sale_order_1006610,แสงเจริญ,แสงเจริญ,แสงเจริญ,1004305,2013-02-08,product.list0,50,from stock,หลักตะกร้า ชุบดำ #QJ,,BSP001,800,base.user_root,4.5,อัน
NO,sale_order_1006610,แสงเจริญ,แสงเจริญ,แสงเจริญ,1004305,2013-02-08,product.list0,60,from stock,บันได 93  หัวเล็ก ดำ,หรือ 94,PDL014,500,base.user_root,20,คู่
NO,sale_order_1006610,แสงเจริญ,แสงเจริญ,แสงเจริญ,1004305,2013-02-08,product.list0,70,from stock,บันได 93  หัวใหญ่ ดำ,หรือ 94,PDL016,500,base.user_root,20,คู่
NO,sale_order_1006613,ฉอยเซ็น,ฉอยเซ็น,ฉอยเซ็น,1004308,2013-02-08,product.list0,10,from stock,"จักรยานสามล้อไฟฟ้า MEADOW รุ่น I- LYNX 20"" 3W สีชมพู",** ส่งหลังตรุษจีน **,EBK015,1,base.user_root,12200,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,10,from stock,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีชมพู",** nobox ** ราคาเก่าเที่ยวสุดท้าย **,WAN16P,30,base.user_root,929,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,20,from stock,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีแดง",** nobox ** ราคาเก่าเที่ยวสุดท้าย **,WAN16R,20,base.user_root,929,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,30,from stock,"SKD จักรยานเด็ก SWALLOW รุ่น ANGEL 16"" สีฟ้า",** nobox ** ราคาเก่าเที่ยวสุดท้าย **,WAN16SB,30,base.user_root,929,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,40,from stock,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 12"" สีฟ้า","** มีตะกร้า, ยางไทย ** nobox ** ราคาเก่าเที่ยวสุดท้าย **",JXG12B,15,base.user_root,812,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,50,from stock,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 12"" สีชมพู","** มีตะกร้า, ยางไทย ** nobox ราคาเก่าเที่ยวสุดท้าย **",JXG12P,15,base.user_root,812,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,60,from stock,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 12"" สีแดง","** มีตะกร้า, ยางไทย ** nobox ราคาเก่าเที่ยวสุดท้าย **",JXG12R,10,base.user_root,812,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,70,from stock,"SKD จักรยาน MTB รุ่น RJC 20"" สีแดง",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,RJC20R,20,base.user_root,987,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,80,from stock,"SKD จักรยาน MTB รุ่น RJC 20"" สีฟ้า",** มีตะกร้า * nobox ราคาเก่าเที่ยวสุดท้าย **,RJC20SB,20,base.user_root,987,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,90,from stock,"SKD จักรยาน MTB รุ่น RJC 20"" สีชมพู",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,RJC20P,20,base.user_root,987,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,100,from stock,"SKD จักรยาน MTB รุ่น RJC 24"" สีแดง",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,RJC24R,20,base.user_root,1037,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,110,from stock,"SKD จักรยาน MTB รุ่น RJC 24"" สีฟ้า",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,RJC24SB,20,base.user_root,1037,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,120,from stock,"SKD จักรยาน MTB รุ่น RJC 24"" สีชมพู",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,RJC24P,20,base.user_root,1037,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,130,from stock,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 14"" สีแดง",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,JXG14R,10,base.user_root,835,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,140,from stock,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 14"" สีฟ้า",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,JXG14B,10,base.user_root,835,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,150,from stock,"SKD จักรยานเด็ก JOCKEY รุ่น X-GEN 14"" สีชมพู",** มีตะกร้า ** nobox ราคาเก่าเที่ยวสุดท้าย **,JXG14P,10,base.user_root,835,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,160,from stock,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีแดง",** nobox ราคาเก่าเที่ยวสุดท้าย **,WCR20R,8,base.user_root,1371,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,170,from stock,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีฟ้า",** nobox ราคาเก่าเที่ยวสุดท้าย **,WCR20SB,11,base.user_root,1371,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,180,from stock,"SKD จักรยาน SWALLOW รุ่น CRUISER 20"" สีชมพู",** nobox ราคาเก่าเที่ยวสุดท้าย **,WCR20P,11,base.user_root,1371,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,200,from stock,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีแดง (YS706)",** nobox **,MUL26RV2,2,base.user_root,5259,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,210,from stock,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีขาว (YS701)",** nobox **,MUL26WV2,2,base.user_root,5259,คัน
NO,sale_order_1006598,"เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี","เจริญจักรยาน, ราชบุรี",1004293,2013-02-07,product.list0,220,from stock,"จักรยาน MEADOW MTB ALLOY รุ่น ULTIMATE ขนาด 26"" V2 สีดำ (YS728)",** nobox **,MUL26KV2,2,base.user_root,5259,คัน
NO,sale_order_1006599,ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),1004294,2013-02-07,product.list0,10,from stock,"ซี่ลวดเหล็ก 14G*262มม. (26""x1.75) ชุบซิงค์ พร้อมหัวซี่ลวดขึ้นมือ",,SPK030,300,base.user_root,62,กุรุส
NO,sale_order_1006599,ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),1004294,2013-02-07,product.list0,20,from stock,แฮนด์ HARO 20 ชุบโครเมี่ยม,,HDB025,1000,base.user_root,51,อัน
NO,sale_order_1006599,ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),1004294,2013-02-07,product.list0,30,from stock,"หลักอาน 15"" โค้ง ชุบโครเมี่ยม",,SPT002,200,base.user_root,23,อัน
NO,sale_order_1006599,ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),1004294,2013-02-07,product.list0,40,from stock,"ชุดเล็ก 16"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนหล็ก + ขา, บังโซ่ (มีอัดแกน + ถ้วยคอ)",ตรา Muu-Muu,OEM-S-MTB-16S,400,base.user_root,280,ชุด
NO,sale_order_1006599,ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),ไพโอเนียร์ไซเคิล (เอ.วี),1004294,2013-02-07,product.list0,50,from stock,"ชุดเล็ก 16"" MTB กลล. - คละสี ** ตัวถัง, ตะเกียบ, บังโคลนหล็ก + ขา, บังโซ่ (มีอัดแกน + ถ้วยคอ)",- สีชมพู ตรา Muu-Muu,OEM-S-MTB-16S,100,base.user_root,280,ชุด
NO,sale_order_1006600,"วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.",1004295,2013-02-07,product.list0,40,from stock,"วงล้อเหล็ก 26""*1-3/8*14G*32H+40H ชบโครเมี่ยม ZLS-006",,RIM040,100,base.user_root,145,คู่
NO,sale_order_1006600,"วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.",1004295,2013-02-07,product.list0,80,from stock,"วงล้อเหล็ก 16""*10G*20H สีสะท้อนแสงส้ม",,RIM028O,250,base.user_root,75,คู่
NO,sale_order_1006600,"วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.",1004295,2013-02-07,product.list0,90,from stock,"วงล้อเหล็ก 16""*10G*20H สีสะท้อนแสงเหลือง",,RIM028Y,250,base.user_root,75,คู่
NO,sale_order_1006601,"วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.","วี.ที.เว็นเท็กซ์, หจก.",1004296,2013-02-07,product.list0,10,from stock,"ชุดใหญ่ 16""MTB-Y-Mono กลก. มีรูกระติกน้ำ แคนดี้คละสี  * ตังถัง, ตะเกียบ, อัดถ้วยคอ, แฮนด์รุ่น 20""พ่นสี + คอชุบดำ, ปลอกมือ, อานสี, บังโซ่นกหวีด, บันได, ล้อพ่วง, วงล้อสี, ชุดขาจานเลื้อยED 4.1/2 + ชุดถ้วย + ใบจาน 32T. (ไม่เอาบังโคลน+ขา)",** ไม่เอาอาน **,OEM056,350,base.user_root,528,ชุด
NO,sale_order_1006602,"ป.ไบค์, ร้าน","ป.ไบค์, ร้าน","ป.ไบค์, ร้าน",1004297,2013-02-07,product.list0,10,from stock,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีฟ้า YS-7603",,MMS20SB,1,base.user_root,2380,คัน
NO,sale_order_1006602,"ป.ไบค์, ร้าน","ป.ไบค์, ร้าน","ป.ไบค์, ร้าน",1004297,2013-02-07,product.list0,20,from stock,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีชมพู YS-749",,MMS20P,1,base.user_root,2380,คัน
NO,sale_order_1006603,วัฒน์กลการ,วัฒน์กลการ,วัฒน์กลการ,1004298,2013-02-07,product.list0,10,from stock,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีฟ้า YS-7603",,MMS20SB,3,base.user_root,2380,คัน
NO,sale_order_1006603,วัฒน์กลการ,วัฒน์กลการ,วัฒน์กลการ,1004298,2013-02-07,product.list0,20,from stock,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีขาว YS-775",,MMS20W,2,base.user_root,2380,คัน
NO,sale_order_1006603,วัฒน์กลการ,วัฒน์กลการ,วัฒน์กลการ,1004298,2013-02-07,product.list0,30,from stock,"จักรยาน MEADOW FOLDING รุ่น MOVE SMART 20"" MY12 สีดำ YS-778",,MMS20K,3,base.user_root,2380,คัน
NO,sale_order_1006604,สหชัยวิทยุจักรยาน (ABC),สหชัยวิทยุจักรยาน (ABC),สหชัยวิทยุจักรยาน (ABC),1004299,2013-02-07,product.list0,10,from stock,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีบรอนซ์",** ด่วน! มากๆ **,MC320S,2,base.user_root,4485,คัน
NO,sale_order_1006604,สหชัยวิทยุจักรยาน (ABC),สหชัยวิทยุจักรยาน (ABC),สหชัยวิทยุจักรยาน (ABC),1004299,2013-02-07,product.list0,20,from stock,"จักรยานสามล้อ MEADOW รุ่น CITY LYNX 20"" 3W สีฟ้า",,MC320SB,1,base.user_root,4485,คัน
